,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,,,,,,,,,,,0a99sr0.5,,,,,,,,,,,,,,1a99sr0.5sc0.5,,2a99sr0.5sc0.5,,3sr0.5sc0.5,,4a99sr0.5sc0.5,,5a99sr0.5sc0.5,,,,6sr0.5sc0.5,,7a99sr0.5sc0.5,,8sr0.5sc0.5,,9a99sr0.5sc0.5,,10sr0.5sc0.5,,11a99sr0.5sc0.5,,,,12a99sr0.5sc0.5,,13sr0.5sc0.5,,14a99sr0.5sc0.5,,15a99sr0.5sc0.5,,,,,,,,,,,,,,16a-1;68,,,,,,,,,,,M
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,37a99sr0.5sc0.5,,38sr0.5sc0.5,,39a99sr0.5sc0.5,,40sr0.5sc0.5,,41a99sr0.5sc0.5,,42a99sr0.5sc0.5,,,,43a99sr0.5sc0.5,,44sr0.5sc0.5,,45a99sr0.5sc0.5,,46a99sr0.5sc0.5,,47a99sr0.5sc0.5,,,,48a99sr0.5sc0.5,,49sr0.5sc0.5,,50a99sr0.5sc0.5,,,,51sr0.5sc0.5,,52a99sr0.5sc0.5,,53a99sr0.5sc0.5,,54sr0.5sc0.5,,55a99sr0.5sc0.5,,56sr0.5sc0.5,,57a99sr0.5sc0.5,,,,58a99sr0.5sc0.5,,59a99sr0.5sc0.5,,,,60sr0.5sc0.5,,61a99sr0.5sc0.5,,62a99sr0.5sc0.5,,,,63sr0.5sc0.5,,64a99sr0.5sc0.5,,65sr0.5sc0.5,,66a99sr0.5sc0.5,,67a-1sr0.5sc0.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,S,,,,,E,,,,,S,,,,,Q,,,,,S,,,,,E,,,,,S,,,,,M,,,,,S,,,,,E,,,,,S,,,,,Q,,,,,S,,,,,E,,,,,S,,,,,,
